word,count,cum_ratio
#,1,0.809824
#,1,0.809825
#,1,0.809826
#,1,0.809827
#,1,0.809827
#,1,0.809828
#,1,0.809829
#,1,0.809829
#,1,0.809830
#,1,0.809831
#,1,0.809831
#,1,0.809832
#,1,0.809833
#,1,0.809834
#,1,0.809834
#,1,0.809835
#,1,0.809836
#,1,0.809836
#,1,0.809837
#,1,0.809838
#,1,0.809839
#,1,0.809839
#,1,0.809840
#,1,0.809841
#,1,0.809841
#,1,0.809842
#,1,0.809843
#,1,0.809843
#,1,0.809844
#,1,0.809845
#,1,0.809846
#,1,0.809846
#,1,0.809847
#,1,0.809848
#,1,0.809848
#,1,0.809849
#,1,0.809850
#,1,0.809850
#,1,0.809851
#,1,0.809852
#,1,0.809853
#,1,0.809853
#,1,0.809854
#,1,0.809855
#,1,0.809855
#,1,0.809856
#,1,0.809857
#,1,0.809857
#,1,0.809858
#,1,0.809859
#,1,0.809860
#,1,0.809860
#,1,0.809861
#,1,0.809862
#,1,0.809862
#,1,0.809863
#,1,0.809864
#,1,0.809865
#,1,0.809865
#,1,0.809866
#,1,0.809867
#,1,0.809867
#,1,0.809868
#,1,0.809869
#,1,0.809869
#,1,0.809870
#,1,0.809871
#,1,0.809872
#,1,0.809872
#,1,0.809873
#,1,0.809874
#,1,0.809874
#,1,0.809875
#,1,0.809876
#,1,0.809876
#,1,0.809877
#,1,0.809878
#,1,0.809879
#,1,0.809879
#,1,0.809880
#,1,0.809881
#,1,0.809881
#,1,0.809882
#,1,0.809883
#,1,0.809884
#,1,0.809884
#,1,0.809885
#,1,0.809886
#,1,0.809886
#,1,0.809887
#,1,0.809888
#,1,0.809888
#,1,0.809889
#,1,0.809890
#,1,0.809891
#,1,0.809891
#,1,0.809892
#,1,0.809893
#,1,0.809893
#,1,0.809894
#,1,0.809895
#,1,0.809895
#,1,0.809896
#,1,0.809897
#,1,0.809898
#,1,0.809898
#,1,0.809899
#,1,0.809900
#,1,0.809900
#,1,0.809901
#,1,0.809902
#,1,0.809902
#,1,0.809903
#,1,0.809904
#,1,0.809905
#,1,0.809905
#,1,0.809906
#,1,0.809907
#,1,0.809907
#,1,0.809908
#,1,0.809909
#,1,0.809910
#,1,0.809910
#,1,0.809911
#,1,0.809912
#,1,0.809912
#,1,0.809913
#,1,0.809914
#,1,0.809914
#,1,0.809915
#,1,0.809916
#,1,0.809917
#,1,0.809917
#,1,0.809918
#,1,0.809919
#,1,0.809919
#,1,0.809920
#,1,0.809921
#,1,0.809921
#,1,0.809922
#,1,0.809923
#,1,0.809924
#,1,0.809924
#,1,0.809925
#,1,0.809926
#,1,0.809926
#,1,0.809927
#,1,0.809928
#,1,0.809928
#,1,0.809929
#,1,0.809930
#,1,0.809931
#,1,0.809931
#,1,0.809932
#,1,0.809933
#,1,0.809933
#,1,0.809934
#,1,0.809935
#,1,0.809936
#,1,0.809936
#,1,0.809937
#,1,0.809938
#,1,0.809938
#,1,0.809939
#,1,0.809940
#,1,0.809940
#,1,0.809941
#,1,0.809942
#,1,0.809943
#,1,0.809943
#,1,0.809944
#,1,0.809945
#,1,0.809945
#,1,0.809946
#,1,0.809947
#,1,0.809947
#,1,0.809948
#,1,0.809949
#,1,0.809950
#,1,0.809950
#,1,0.809951
#,1,0.809952
#,1,0.809952
#,1,0.809953
#,1,0.809954
#,1,0.809954
#,1,0.809955
#,1,0.809956
#,1,0.809957
#,1,0.809957
#,1,0.809958
#,1,0.809959
#,1,0.809959
#,1,0.809960
#,1,0.809961
#,1,0.809962
#,1,0.809962
#,1,0.809963
#,1,0.809964
#,1,0.809964
#,1,0.809965
#,1,0.809966
#,1,0.809966
#,1,0.809967
#,1,0.809968
#,1,0.809969
#,1,0.809969
#,1,0.809970
#,1,0.809971
#,1,0.809971
#,1,0.809972
#,1,0.809973
#,1,0.809973
#,1,0.809974
#,1,0.809975
#,1,0.809976
#,1,0.809976
#,1,0.809977
#,1,0.809978
#,1,0.809978
#,1,0.809979
#,1,0.809980
#,1,0.809980
#,1,0.809981
#,1,0.809982
#,1,0.809983
#,1,0.809983
#,1,0.809984
#,1,0.809985
#,1,0.809985
#,1,0.809986
#,1,0.809987
#,1,0.809988
#,1,0.809988
#,1,0.809989
#,1,0.809990
#,1,0.809990
#,1,0.809991
#,1,0.809992
#,1,0.809992
#,1,0.809993
#,1,0.809994
#,1,0.809995
#,1,0.809995
#,1,0.809996
#,1,0.809997
#,1,0.809997
#,1,0.809998
#,1,0.809999
#,1,0.809999
#,1,0.810000
#,1,0.810001
#,1,0.810002
#,1,0.810002
#,1,0.810003
#,1,0.810004
#,1,0.810004
#,1,0.810005
#,1,0.810006
#,1,0.810007
#,1,0.810007
#,1,0.810008
#,1,0.810009
#,1,0.810009
#,1,0.810010
#,1,0.810011
#,1,0.810011
#,1,0.810012
#,1,0.810013
#,1,0.810014
#,1,0.810014
#,1,0.810015
#,1,0.810016
#,1,0.810016
#,1,0.810017
#,1,0.810018
#,1,0.810018
#,1,0.810019
#,1,0.810020
#,1,0.810021
#,1,0.810021
#,1,0.810022
#,1,0.810023
#,1,0.810023
#,1,0.810024
#,1,0.810025
#,1,0.810025
#,1,0.810026
#,1,0.810027
#,1,0.810028
#,1,0.810028
#,1,0.810029
#,1,0.810030
#,1,0.810030
#,1,0.810031
#,1,0.810032
#,1,0.810033
#,1,0.810033
#,1,0.810034
#,1,0.810035
#,1,0.810035
#,1,0.810036
#,1,0.810037
#,1,0.810037
#,1,0.810038
#,1,0.810039
#,1,0.810040
#,1,0.810040
#,1,0.810041
#,1,0.810042
#,1,0.810042
#,1,0.810043
#,1,0.810044
#,1,0.810044
#,1,0.810045
#,1,0.810046
#,1,0.810047
#,1,0.810047
#,1,0.810048
#,1,0.810049
#,1,0.810049
#,1,0.810050
#,1,0.810051
#,1,0.810051
#,1,0.810052
#,1,0.810053
#,1,0.810054
#,1,0.810054
#,1,0.810055
#,1,0.810056
#,1,0.810056
#,1,0.810057
#,1,0.810058
#,1,0.810059
#,1,0.810059
#,1,0.810060
#,1,0.810061
#,1,0.810061
#,1,0.810062
#,1,0.810063
#,1,0.810063
#,1,0.810064
#,1,0.810065
#,1,0.810066
#,1,0.810066
#,1,0.810067
#,1,0.810068
#,1,0.810068
#,1,0.810069
#,1,0.810070
#,1,0.810070
#,1,0.810071
#,1,0.810072
#,1,0.810073
#,1,0.810073
#,1,0.810074
#,1,0.810075
#,1,0.810075
#,1,0.810076
#,1,0.810077
#,1,0.810077
#,1,0.810078
#,1,0.810079
#,1,0.810080
#,1,0.810080
#,1,0.810081
#,1,0.810082
#,1,0.810082
#,1,0.810083
#,1,0.810084
#,1,0.810085
#,1,0.810085
#,1,0.810086
#,1,0.810087
#,1,0.810087
#,1,0.810088
#,1,0.810089
#,1,0.810089
#,1,0.810090
#,1,0.810091
#,1,0.810092
#,1,0.810092
#,1,0.810093
#,1,0.810094
#,1,0.810094
#,1,0.810095
#,1,0.810096
#,1,0.810096
#,1,0.810097
#,1,0.810098
#,1,0.810099
#,1,0.810099
#,1,0.810100
#,1,0.810101
#,1,0.810101
#,1,0.810102
#,1,0.810103
#,1,0.810103
#,1,0.810104
#,1,0.810105
#,1,0.810106
#,1,0.810106
#,1,0.810107
#,1,0.810108
#,1,0.810108
#,1,0.810109
#,1,0.810110
#,1,0.810111
#,1,0.810111
#,1,0.810112
#,1,0.810113
#,1,0.810113
#,1,0.810114
#,1,0.810115
#,1,0.810115
#,1,0.810116
#,1,0.810117
#,1,0.810118
#,1,0.810118
#,1,0.810119
#,1,0.810120
#,1,0.810120
#,1,0.810121
#,1,0.810122
#,1,0.810122
#,1,0.810123
#,1,0.810124
#,1,0.810125
#,1,0.810125
#,1,0.810126
#,1,0.810127
#,1,0.810127
#,1,0.810128
#,1,0.810129
#,1,0.810130
#,1,0.810130
#,1,0.810131
#,1,0.810132
#,1,0.810132
#,1,0.810133
#,1,0.810134
#,1,0.810134
#,1,0.810135
#,1,0.810136
#,1,0.810137
#,1,0.810137
#,1,0.810138
#,1,0.810139
#,1,0.810139
#,1,0.810140
#,1,0.810141
#,1,0.810141
#,1,0.810142
#,1,0.810143
#,1,0.810144
#,1,0.810144
#,1,0.810145
#,1,0.810146
#,1,0.810146
#,1,0.810147
#,1,0.810148
#,1,0.810148
#,1,0.810149
#,1,0.810150
#,1,0.810151
#,1,0.810151
#,1,0.810152
#,1,0.810153
#,1,0.810153
#,1,0.810154
#,1,0.810155
#,1,0.810156
#,1,0.810156
#,1,0.810157
#,1,0.810158
#,1,0.810158
#,1,0.810159
#,1,0.810160
#,1,0.810160
#,1,0.810161
#,1,0.810162
#,1,0.810163
#,1,0.810163
#,1,0.810164
#,1,0.810165
#,1,0.810165
#,1,0.810166
#,1,0.810167
#,1,0.810167
#,1,0.810168
#,1,0.810169
#,1,0.810170
#,1,0.810170
#,1,0.810171
#,1,0.810172
#,1,0.810172
#,1,0.810173
#,1,0.810174
#,1,0.810174
#,1,0.810175
#,1,0.810176
#,1,0.810177
#,1,0.810177
#,1,0.810178
#,1,0.810179
#,1,0.810179
#,1,0.810180
#,1,0.810181
#,1,0.810182
#,1,0.810182
#,1,0.810183
#,1,0.810184
#,1,0.810184
#,1,0.810185
#,1,0.810186
#,1,0.810186
#,1,0.810187
#,1,0.810188
#,1,0.810189
#,1,0.810189
#,1,0.810190
#,1,0.810191
#,1,0.810191
#,1,0.810192
#,1,0.810193
#,1,0.810193
#,1,0.810194
#,1,0.810195
#,1,0.810196
#,1,0.810196
#,1,0.810197
#,1,0.810198
#,1,0.810198
#,1,0.810199
#,1,0.810200
#,1,0.810200
#,1,0.810201
#,1,0.810202
#,1,0.810203
#,1,0.810203
#,1,0.810204
#,1,0.810205
#,1,0.810205
#,1,0.810206
#,1,0.810207
#,1,0.810208
#,1,0.810208
#,1,0.810209
#,1,0.810210
#,1,0.810210
#,1,0.810211
#,1,0.810212
#,1,0.810212
#,1,0.810213
#,1,0.810214
#,1,0.810215
#,1,0.810215
#,1,0.810216
#,1,0.810217
#,1,0.810217
#,1,0.810218
#,1,0.810219
#,1,0.810219
#,1,0.810220
#,1,0.810221
#,1,0.810222
#,1,0.810222
#,1,0.810223
#,1,0.810224
#,1,0.810224
#,1,0.810225
#,1,0.810226
#,1,0.810226
#,1,0.810227
#,1,0.810228
#,1,0.810229
#,1,0.810229
#,1,0.810230
#,1,0.810231
#,1,0.810231
#,1,0.810232
#,1,0.810233
#,1,0.810234
#,1,0.810234
#,1,0.810235
#,1,0.810236
#,1,0.810236
#,1,0.810237
#,1,0.810238
#,1,0.810238
#,1,0.810239
#,1,0.810240
#,1,0.810241
#,1,0.810241
#,1,0.810242
#,1,0.810243
#,1,0.810243
#,1,0.810244
#,1,0.810245
#,1,0.810245
#,1,0.810246
#,1,0.810247
#,1,0.810248
#,1,0.810248
#,1,0.810249
#,1,0.810250
#,1,0.810250
#,1,0.810251
#,1,0.810252
#,1,0.810252
#,1,0.810253
#,1,0.810254
#,1,0.810255
#,1,0.810255
#,1,0.810256
#,1,0.810257
#,1,0.810257
#,1,0.810258
#,1,0.810259
#,1,0.810260
#,1,0.810260
#,1,0.810261
#,1,0.810262
#,1,0.810262
#,1,0.810263
#,1,0.810264
#,1,0.810264
#,1,0.810265
#,1,0.810266
#,1,0.810267
#,1,0.810267
#,1,0.810268
#,1,0.810269
#,1,0.810269
#,1,0.810270
#,1,0.810271
#,1,0.810271
#,1,0.810272
#,1,0.810273
#,1,0.810274
#,1,0.810274
#,1,0.810275
#,1,0.810276
#,1,0.810276
#,1,0.810277
#,1,0.810278
#,1,0.810279
#,1,0.810279
#,1,0.810280
#,1,0.810281
#,1,0.810281
#,1,0.810282
#,1,0.810283
#,1,0.810283
#,1,0.810284
#,1,0.810285
#,1,0.810286
#,1,0.810286
#,1,0.810287
#,1,0.810288
#,1,0.810288
#,1,0.810289
#,1,0.810290
#,1,0.810290
#,1,0.810291
#,1,0.810292
#,1,0.810293
#,1,0.810293
#,1,0.810294
#,1,0.810295
#,1,0.810295
#,1,0.810296
#,1,0.810297
#,1,0.810297
#,1,0.810298
#,1,0.810299
#,1,0.810300
#,1,0.810300
#,1,0.810301
#,1,0.810302
#,1,0.810302
#,1,0.810303
#,1,0.810304
#,1,0.810305
#,1,0.810305
#,1,0.810306
#,1,0.810307
#,1,0.810307
#,1,0.810308
#,1,0.810309
#,1,0.810309
#,1,0.810310
#,1,0.810311
#,1,0.810312
#,1,0.810312
#,1,0.810313
#,1,0.810314
#,1,0.810314
#,1,0.810315
#,1,0.810316
#,1,0.810316
#,1,0.810317
#,1,0.810318
#,1,0.810319
#,1,0.810319
#,1,0.810320
#,1,0.810321
#,1,0.810321
#,1,0.810322
#,1,0.810323
#,1,0.810323
#,1,0.810324
#,1,0.810325
#,1,0.810326
#,1,0.810326
#,1,0.810327
#,1,0.810328
#,1,0.810328
#,1,0.810329
#,1,0.810330
#,1,0.810331
#,1,0.810331
#,1,0.810332
#,1,0.810333
#,1,0.810333
#,1,0.810334
#,1,0.810335
#,1,0.810335
#,1,0.810336
#,1,0.810337
#,1,0.810338
#,1,0.810338
#,1,0.810339
#,1,0.810340
#,1,0.810340
#,1,0.810341
#,1,0.810342
#,1,0.810342
#,1,0.810343
#,1,0.810344
#,1,0.810345
#,1,0.810345
#,1,0.810346
#,1,0.810347
#,1,0.810347
#,1,0.810348
#,1,0.810349
#,1,0.810349
#,1,0.810350
#,1,0.810351
#,1,0.810352
#,1,0.810352
#,1,0.810353
#,1,0.810354
#,1,0.810354
#,1,0.810355
#,1,0.810356
#,1,0.810357
#,1,0.810357
#,1,0.810358
#,1,0.810359
#,1,0.810359
#,1,0.810360
#,1,0.810361
#,1,0.810361
#,1,0.810362
#,1,0.810363
#,1,0.810364
#,1,0.810364
#,1,0.810365
#,1,0.810366
#,1,0.810366
#,1,0.810367
#,1,0.810368
#,1,0.810368
#,1,0.810369
#,1,0.810370
#,1,0.810371
#,1,0.810371
#,1,0.810372
#,1,0.810373
#,1,0.810373
#,1,0.810374
#,1,0.810375
#,1,0.810375
#,1,0.810376
#,1,0.810377
#,1,0.810378
#,1,0.810378
#,1,0.810379
#,1,0.810380
#,1,0.810380
#,1,0.810381
#,1,0.810382
#,1,0.810383
#,1,0.810383
#,1,0.810384
#,1,0.810385
#,1,0.810385
#,1,0.810386
#,1,0.810387
#,1,0.810387
#,1,0.810388
#,1,0.810389
#,1,0.810390
#,1,0.810390
#,1,0.810391
#,1,0.810392
#,1,0.810392
#,1,0.810393
#,1,0.810394
#,1,0.810394
#,1,0.810395
#,1,0.810396
#,1,0.810397
#,1,0.810397
#,1,0.810398
#,1,0.810399
#,1,0.810399
#,1,0.810400
#,1,0.810401
#,1,0.810402
#,1,0.810402
#,1,0.810403
#,1,0.810404
#,1,0.810404
#,1,0.810405
#,1,0.810406
#,1,0.810406
#,1,0.810407
#,1,0.810408
#,1,0.810409
#,1,0.810409
#,1,0.810410
#,1,0.810411
#,1,0.810411
#,1,0.810412
#,1,0.810413
#,1,0.810413
#,1,0.810414
#,1,0.810415
#,1,0.810416
#,1,0.810416
#,1,0.810417
#,1,0.810418
#,1,0.810418
#,1,0.810419
#,1,0.810420
#,1,0.810420
#,1,0.810421
#,1,0.810422
#,1,0.810423
#,1,0.810423
#,1,0.810424
#,1,0.810425
#,1,0.810425
#,1,0.810426
#,1,0.810427
#,1,0.810428
#,1,0.810428
#,1,0.810429
#,1,0.810430
#,1,0.810430
#,1,0.810431
#,1,0.810432
#,1,0.810432
#,1,0.810433
#,1,0.810434
#,1,0.810435
#,1,0.810435
#,1,0.810436
#,1,0.810437
#,1,0.810437
#,1,0.810438
#,1,0.810439
#,1,0.810439
#,1,0.810440
#,1,0.810441
#,1,0.810442
#,1,0.810442
#,1,0.810443
#,1,0.810444
#,1,0.810444
#,1,0.810445
#,1,0.810446
#,1,0.810446
#,1,0.810447
#,1,0.810448
#,1,0.810449
#,1,0.810449
#,1,0.810450
#,1,0.810451
#,1,0.810451
#,1,0.810452
#,1,0.810453
#,1,0.810454
#,1,0.810454
#,1,0.810455
#,1,0.810456
#,1,0.810456
#,1,0.810457
#,1,0.810458
#,1,0.810458
#,1,0.810459
#,1,0.810460
#,1,0.810461
#,1,0.810461
#,1,0.810462
#,1,0.810463
#,1,0.810463
#,1,0.810464
#,1,0.810465
#,1,0.810465
#,1,0.810466
#,1,0.810467
#,1,0.810468
#,1,0.810468
#,1,0.810469
#,1,0.810470
#,1,0.810470
#,1,0.810471
#,1,0.810472
#,1,0.810472
#,1,0.810473
#,1,0.810474
#,1,0.810475
#,1,0.810475
#,1,0.810476
#,1,0.810477
#,1,0.810477
#,1,0.810478
#,1,0.810479
#,1,0.810480
#,1,0.810480
#,1,0.810481
#,1,0.810482
#,1,0.810482
#,1,0.810483
#,1,0.810484
#,1,0.810484
#,1,0.810485
#,1,0.810486
#,1,0.810487
#,1,0.810487
#,1,0.810488
#,1,0.810489
#,1,0.810489
#,1,0.810490
#,1,0.810491
#,1,0.810491
#,1,0.810492
#,1,0.810493
#,1,0.810494
#,1,0.810494
#,1,0.810495
#,1,0.810496
#,1,0.810496
#,1,0.810497
#,1,0.810498
#,1,0.810498
#,1,0.810499
#,1,0.810500
#,1,0.810501
#,1,0.810501
#,1,0.810502
#,1,0.810503
#,1,0.810503
#,1,0.810504
#,1,0.810505
#,1,0.810506
#,1,0.810506
#,1,0.810507
#,1,0.810508
#,1,0.810508
#,1,0.810509
#,1,0.810510
#,1,0.810510
#,1,0.810511
#,1,0.810512
#,1,0.810513
#,1,0.810513
#,1,0.810514
#,1,0.810515
#,1,0.810515
#,1,0.810516
#,1,0.810517
#,1,0.810517
#,1,0.810518
#,1,0.810519
#,1,0.810520
#,1,0.810520
#,1,0.810521
#,1,0.810522
#,1,0.810522
#,1,0.810523
#,1,0.810524
#,1,0.810525
#,1,0.810525
#,1,0.810526
#,1,0.810527
#,1,0.810527
#,1,0.810528
#,1,0.810529
#,1,0.810529
#,1,0.810530
#,1,0.810531
#,1,0.810532
#,1,0.810532
#,1,0.810533
#,1,0.810534
#,1,0.810534
#,1,0.810535
#,1,0.810536
#,1,0.810536
#,1,0.810537
#,1,0.810538
#,1,0.810539
#,1,0.810539
#,1,0.810540
#,1,0.810541
#,1,0.810541
#,1,0.810542
#,1,0.810543
#,1,0.810543
#,1,0.810544
#,1,0.810545
#,1,0.810546
#,1,0.810546
#,1,0.810547
#,1,0.810548
#,1,0.810548
#,1,0.810549
#,1,0.810550
#,1,0.810551
#,1,0.810551
#,1,0.810552
#,1,0.810553
#,1,0.810553
#,1,0.810554
#,1,0.810555
#,1,0.810555
#,1,0.810556
#,1,0.810557
#,1,0.810558
#,1,0.810558
#,1,0.810559
#,1,0.810560
#,1,0.810560
#,1,0.810561
#,1,0.810562
#,1,0.810562
#,1,0.810563
#,1,0.810564
#,1,0.810565
#,1,0.810565
#,1,0.810566
#,1,0.810567
#,1,0.810567
#,1,0.810568
#,1,0.810569
#,1,0.810569
#,1,0.810570
#,1,0.810571
#,1,0.810572
#,1,0.810572
#,1,0.810573
#,1,0.810574
#,1,0.810574
#,1,0.810575
#,1,0.810576
#,1,0.810577
#,1,0.810577
#,1,0.810578
#,1,0.810579
#,1,0.810579
#,1,0.810580
#,1,0.810581
#,1,0.810581
#,1,0.810582
#,1,0.810583
#,1,0.810584
#,1,0.810584
#,1,0.810585
#,1,0.810586
#,1,0.810586
#,1,0.810587
#,1,0.810588
#,1,0.810588
#,1,0.810589
#,1,0.810590
#,1,0.810591
#,1,0.810591
#,1,0.810592
#,1,0.810593
#,1,0.810593
#,1,0.810594
#,1,0.810595
#,1,0.810595
#,1,0.810596
#,1,0.810597
#,1,0.810598
#,1,0.810598
#,1,0.810599
#,1,0.810600
#,1,0.810600
#,1,0.810601
#,1,0.810602
#,1,0.810603
#,1,0.810603
#,1,0.810604
#,1,0.810605
#,1,0.810605
#,1,0.810606
#,1,0.810607
#,1,0.810607
#,1,0.810608
#,1,0.810609
#,1,0.810610
#,1,0.810610
#,1,0.810611
#,1,0.810612
#,1,0.810612
#,1,0.810613
#,1,0.810614
#,1,0.810614
#,1,0.810615
#,1,0.810616
#,1,0.810617
#,1,0.810617
#,1,0.810618
#,1,0.810619
#,1,0.810619
#,1,0.810620
#,1,0.810621
#,1,0.810621
#,1,0.810622
#,1,0.810623
#,1,0.810624
#,1,0.810624
#,1,0.810625
#,1,0.810626
#,1,0.810626
#,1,0.810627
#,1,0.810628
#,1,0.810629
#,1,0.810629
#,1,0.810630
#,1,0.810631
#,1,0.810631
#,1,0.810632
#,1,0.810633
#,1,0.810633
#,1,0.810634
#,1,0.810635
#,1,0.810636
#,1,0.810636
#,1,0.810637
#,1,0.810638
#,1,0.810638
#,1,0.810639
#,1,0.810640
#,1,0.810640
#,1,0.810641
#,1,0.810642
#,1,0.810643
#,1,0.810643
#,1,0.810644
#,1,0.810645
#,1,0.810645
#,1,0.810646
#,1,0.810647
#,1,0.810648
#,1,0.810648
#,1,0.810649
#,1,0.810650
#,1,0.810650
#,1,0.810651
#,1,0.810652
#,1,0.810652
#,1,0.810653
#,1,0.810654
#,1,0.810655
#,1,0.810655
#,1,0.810656
#,1,0.810657
#,1,0.810657
#,1,0.810658
#,1,0.810659
#,1,0.810659
#,1,0.810660
#,1,0.810661
#,1,0.810662
#,1,0.810662
#,1,0.810663
#,1,0.810664
#,1,0.810664
#,1,0.810665
#,1,0.810666
#,1,0.810666
#,1,0.810667
#,1,0.810668
#,1,0.810669
#,1,0.810669
#,1,0.810670
#,1,0.810671
#,1,0.810671
#,1,0.810672
#,1,0.810673
#,1,0.810674
#,1,0.810674
#,1,0.810675
#,1,0.810676
#,1,0.810676
#,1,0.810677
#,1,0.810678
#,1,0.810678
#,1,0.810679
#,1,0.810680
#,1,0.810681
#,1,0.810681
#,1,0.810682
#,1,0.810683
#,1,0.810683
#,1,0.810684
#,1,0.810685
#,1,0.810685
#,1,0.810686
#,1,0.810687
#,1,0.810688
#,1,0.810688
#,1,0.810689
#,1,0.810690
#,1,0.810690
#,1,0.810691
#,1,0.810692
#,1,0.810692
#,1,0.810693
#,1,0.810694
#,1,0.810695
#,1,0.810695
#,1,0.810696
#,1,0.810697
#,1,0.810697
#,1,0.810698
#,1,0.810699
#,1,0.810700
#,1,0.810700
#,1,0.810701
#,1,0.810702
#,1,0.810702
#,1,0.810703
#,1,0.810704
#,1,0.810704
#,1,0.810705
#,1,0.810706
#,1,0.810707
#,1,0.810707
#,1,0.810708
#,1,0.810709
#,1,0.810709
#,1,0.810710
#,1,0.810711
#,1,0.810711
#,1,0.810712
#,1,0.810713
#,1,0.810714
#,1,0.810714
#,1,0.810715
#,1,0.810716
#,1,0.810716
#,1,0.810717
#,1,0.810718
#,1,0.810718
#,1,0.810719
#,1,0.810720
#,1,0.810721
#,1,0.810721
#,1,0.810722
#,1,0.810723
#,1,0.810723
#,1,0.810724
#,1,0.810725
#,1,0.810726
#,1,0.810726
#,1,0.810727
#,1,0.810728
#,1,0.810728
#,1,0.810729
#,1,0.810730
#,1,0.810730
#,1,0.810731
#,1,0.810732
#,1,0.810733
#,1,0.810733
#,1,0.810734
#,1,0.810735
#,1,0.810735
#,1,0.810736
#,1,0.810737
#,1,0.810737
#,1,0.810738
#,1,0.810739
#,1,0.810740
#,1,0.810740
#,1,0.810741
#,1,0.810742
#,1,0.810742
#,1,0.810743
#,1,0.810744
#,1,0.810744
#,1,0.810745
#,1,0.810746
#,1,0.810747
#,1,0.810747
#,1,0.810748
#,1,0.810749
#,1,0.810749
#,1,0.810750
#,1,0.810751
#,1,0.810752
#,1,0.810752
#,1,0.810753
#,1,0.810754
#,1,0.810754
#,1,0.810755
#,1,0.810756
#,1,0.810756
#,1,0.810757
#,1,0.810758
#,1,0.810759
#,1,0.810759
#,1,0.810760
#,1,0.810761
#,1,0.810761
#,1,0.810762
#,1,0.810763
#,1,0.810763
#,1,0.810764
#,1,0.810765
#,1,0.810766
#,1,0.810766
#,1,0.810767
#,1,0.810768
#,1,0.810768
#,1,0.810769
#,1,0.810770
#,1,0.810771
#,1,0.810771
#,1,0.810772
#,1,0.810773
#,1,0.810773
#,1,0.810774
#,1,0.810775
#,1,0.810775
#,1,0.810776
#,1,0.810777
#,1,0.810778
#,1,0.810778
#,1,0.810779
#,1,0.810780
#,1,0.810780
#,1,0.810781
#,1,0.810782
#,1,0.810782
#,1,0.810783
#,1,0.810784
#,1,0.810785
#,1,0.810785
#,1,0.810786
#,1,0.810787
#,1,0.810787
#,1,0.810788
#,1,0.810789
#,1,0.810789
#,1,0.810790
#,1,0.810791
#,1,0.810792
#,1,0.810792
#,1,0.810793
#,1,0.810794
#,1,0.810794
#,1,0.810795
#,1,0.810796
#,1,0.810797
#,1,0.810797
#,1,0.810798
#,1,0.810799
#,1,0.810799
#,1,0.810800
#,1,0.810801
#,1,0.810801
#,1,0.810802
#,1,0.810803
#,1,0.810804
#,1,0.810804
#,1,0.810805
#,1,0.810806
#,1,0.810806
#,1,0.810807
#,1,0.810808
#,1,0.810808
#,1,0.810809
#,1,0.810810
#,1,0.810811
#,1,0.810811
#,1,0.810812
#,1,0.810813
#,1,0.810813
#,1,0.810814
#,1,0.810815
#,1,0.810815
#,1,0.810816
#,1,0.810817
#,1,0.810818
#,1,0.810818
#,1,0.810819
#,1,0.810820
#,1,0.810820
#,1,0.810821
#,1,0.810822
#,1,0.810823
#,1,0.810823
#,1,0.810824
#,1,0.810825
#,1,0.810825
#,1,0.810826
#,1,0.810827
#,1,0.810827
#,1,0.810828
#,1,0.810829
#,1,0.810830
#,1,0.810830
#,1,0.810831
#,1,0.810832
#,1,0.810832
#,1,0.810833
#,1,0.810834
#,1,0.810834
#,1,0.810835
#,1,0.810836
#,1,0.810837
#,1,0.810837
#,1,0.810838
#,1,0.810839
#,1,0.810839
#,1,0.810840
#,1,0.810841
#,1,0.810841
#,1,0.810842
#,1,0.810843
#,1,0.810844
#,1,0.810844
#,1,0.810845
#,1,0.810846
#,1,0.810846
#,1,0.810847
#,1,0.810848
#,1,0.810849
#,1,0.810849
#,1,0.810850
#,1,0.810851
#,1,0.810851
#,1,0.810852
#,1,0.810853
#,1,0.810853
#,1,0.810854
#,1,0.810855
#,1,0.810856
#,1,0.810856
#,1,0.810857
#,1,0.810858
#,1,0.810858
#,1,0.810859
#,1,0.810860
#,1,0.810860
#,1,0.810861
#,1,0.810862
#,1,0.810863
#,1,0.810863
#,1,0.810864
#,1,0.810865
#,1,0.810865
#,1,0.810866
#,1,0.810867
#,1,0.810867
#,1,0.810868
#,1,0.810869
#,1,0.810870
#,1,0.810870
#,1,0.810871
#,1,0.810872
#,1,0.810872
#,1,0.810873
#,1,0.810874
#,1,0.810875
#,1,0.810875
#,1,0.810876
#,1,0.810877
#,1,0.810877
#,1,0.810878
#,1,0.810879
#,1,0.810879
#,1,0.810880
#,1,0.810881
#,1,0.810882
#,1,0.810882
#,1,0.810883
#,1,0.810884
#,1,0.810884
#,1,0.810885
#,1,0.810886
#,1,0.810886
#,1,0.810887
#,1,0.810888
#,1,0.810889
#,1,0.810889
#,1,0.810890
#,1,0.810891
#,1,0.810891
#,1,0.810892
#,1,0.810893
#,1,0.810894
#,1,0.810894
#,1,0.810895
#,1,0.810896
#,1,0.810896
#,1,0.810897
#,1,0.810898
#,1,0.810898
#,1,0.810899
#,1,0.810900
#,1,0.810901
#,1,0.810901
#,1,0.810902
#,1,0.810903
#,1,0.810903
#,1,0.810904
#,1,0.810905
#,1,0.810905
#,1,0.810906
#,1,0.810907
#,1,0.810908
#,1,0.810908
#,1,0.810909
#,1,0.810910
#,1,0.810910
#,1,0.810911
#,1,0.810912
#,1,0.810912
#,1,0.810913
#,1,0.810914
#,1,0.810915
#,1,0.810915
#,1,0.810916
